id,Title,Content,SKU,"Product Type","Parent Product ID","Product Size","Product Attributes",INGREDIENTS
1546,"Red Raspberry Shampoo-Shine Enhancing","An effective cleansing system based on sugar and coconut oil cleansers that gently lift and remove everyday environmental pollutants without removing hair’s natural oils. Rich in vitamins A and C, calcium and magnesium, organic red raspberry leaf extract strengthens hair and imparts a natural shine. <BR/><BR/>&nbsp;Ingredients: Water (Aqua), Rubus Idaeus (Raspberry) Fruit Extract*, Sodium Coco-Sulfate (Coconut Derived), Decyl Glucoside (Coconut and Corn Derived), Glycerin, Propanediol (Corn Derived), Simmondsia Chinensis (Jojoba) Seed Oil*, Hydrolyzed Soy Protein, Citric Acid, Leuconostoc/Radish Root Ferment Filtrate, Lauryl Glucoside (Plant Derived), Benzyl Alcohol (Plant Derived), Potassium Sorbate (Fruit Derived), Stearyl Citrate (Vegetable Derived), Dehydroacetic Acid, Natural Fragrance (Parfum) *Certified Organic.",DES3707DE,simple,0,,a:0:{},
1547,"Island Mango Shampoo","<p>ISLAND MANGO SHAMPO</p><p>Cleanses hair with a rich lather<br>•&nbsp;Helps enrich hair with EFA-rich Mango Seed Butter<br>•&nbsp;Enhances hair’s natural luster and soft texture</p><p>NEW! A lush, tropical blend of Mango Seed Butter, Shea Butter, and Jojoba extracts cleanses and moisturizes hair as it nourishes. This moisturizing shampoo leaves hair feeling soft and healthy with a boost of EFAs (Essential Fatty Acids) naturally found in Mango Butter.</p><p>BETTER NUTRITION BEST OF NATURAL BEAUTY, 2016</p><p>VEGAN Crueltyfree&nbsp; SLSfree</p><p>237 ml</p><p>INGREDIENTS:Aloe Barbadensis Leaf Juice, Sodium Coco Sulfate, Decyl Glucoside, Propanediol (Vegetable), Coco-Glucoside, Glycerin (Vegetable) , Mangifera Indica (Mango) Seed Butter, Rice Amino Acids (Oryza Sativa), Butyrospermum Parkii (Shea) Butter*, Simmondsia Chinensis (Jojoba) Seed Oil*, Cocos Nucifera (Coconut) Oil*, Olea Europaea (Olive) Fruit Oil*, Glyceryl Oleate (Sunflower Seed Oil), Natural Fragrance (Parfum), Sambucus Nigra Flower Extract (Black Elderberry) *, Arctium Lappa (Burdock) Root Extract*, Achillea Millefolium Extract (Yarrow) *, Foeniculum Vulgare (Fennel) Seed Extract*, Rosmarinus Officinalis (Rosemary) Leaf Extract*, Cannabis Sativa Seed Oil (Hemp) *, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Citric Acid, Sodium Chloride, Dehydroacetic Acid, Benzyl Alcohol, Potassium Sorbate *Certified Organic<br>*Certified Organic</p>",DES3715NDE,simple,0,,a:0:{},
1548,"Tea Tree Replenishing Shampoo","<!--<div class=""pr_snippet_product""></div> --><!--
THIS FILE IS NOT USED AND IS HERE AS A STARTING POINT FOR CUSTOMIZATION ONLY.
See http://api.drupal.org/api/function/theme_field/7 for details.
After copying this file to your theme's folder and customizing it, remove this
HTML comment.
-->

<DIV class=field-items>

<DIV class=""field-item even field field-name-body field-type-text-with-summary field-label-hidden clearfix clearfix"" property=""content:encoded"">

<P>Tea Tree Replenishing Shampoo Therapeutic<BR/><BR/>• Helps restore moisture balance to hair and scalp<BR>• Adds shine while helping to reduce flaking<BR>• Deeply cleanses without stripping hair’s natural emollients<BR/><BR/>The natural medicinal properties of eucalyptus are formulated with powerful, yet gentle Australian tea tree oil to help bring healing to a flaking scalp. Aromatic peppermint oil offers reviving, cooling comfort while yucca conditions for a shiny, beautiful finish.</P>

<P style=""MARGIN: 0px"">12.9 fl oz / 382 ml</P></DIV></DIV>",DES3313NDE,simple,0,,a:0:{},
1549,"Color Care Shampoo","These products are plant based, low detergent, naturally pH balanced, extra gentle and leave incredible shine and manageability. The secret is nature's own natural soap-free cleanser, wildcrafted shikakai. Our special ""SHIKAI Extract"" is the primary sudsing agent and provides rich gentle cleansing so we can use less detergent and offer these gentler shampoos. A blend of Aloe Vera and Panthenol provides extra moisturizing and conditioning.<vr> <br> These shampoos won't strip the hair of the natural oils which are so important to healthy hair and scalp.<br><br> Gentle enough to use on a young child's fine hair -- everyday.<br><br> 355 ml<br></vr>",SHI30304,simple,0,,a:0:{},
1550,"HG Highlighting Conditioner","These products reflect light -- just like cellophane. A clear and highly reflective coating on each hair shaft reveals hidden colors and brings out shimmering highlights. This coating doesn't change color in any way and works equally well on all hair, whether natural or treated. These products also add soft body and texture and manageability. Our special henna is soluble in water and washes out easily. No build-up to dull or dry hair.<br><br> 355 ml<br>",SHI30307,simple,0,,a:0:{},
1551,"Green Apple & Ginger Shampoo-Thickening","Award winning Desert Essence Organics Green Apple &amp; Ginger Thickening &amp; Volumizing Shampoo is a gentle but effective cleansing system based on sugar and coconut oil. Organic extracts and oils provide moisture, minerals, and vitamins that hair needs to grow stronger. Upon use, hair is softer, shinier, and more manageable. <BR/><BR/>&nbsp;Sugar and Coconut Oil Cleansers: Gently lift and remove everyday environmental pollutants from hair. <BR/><BR/>&nbsp;Organic Jojoba Oil, Organic Ginger Extract, and Ginger Spice: A proprietary blend of ingredients that acts on the scalp to leave the skin feeling moisturized and revitalized. <BR/><BR/>&nbsp;Organic Kelp and Nettle Extracts: Provide iron, calcium, potassium, and other vitamins and minerals that absorb into and help strengthen each hair strand. <BR/><BR/>&nbsp;Ingredients: Water (Aqua), Pyrus Malus (Apple) Fruit Extract*, Urtica Dioica (Nettle) Leaf Extract*, Macrocystis Pyrifera Extract (Sea Kelp)*, Zingiber Officinale (Ginger) Root Extract*, Sodium Coco-Sulfate (Coconut Derived), Decyl Glucoside(From Coconut and Corn), Glycerin, Propanediol (From Corn), Helianthus Annuus (Sunflower) Seed Oil*, Simmondsia Chinensis (Jojoba) Seed Oil*, Citric Acid, Benzyl Alcohol (Plant Derived), Potassium Sorbate (From Fruit), Stearyl Citrate (Vegetable Derived), Lauryl Glucoside (Plant Derived), Hydrolyzed Soy Protein, Dehydroacetic Acid, Leuconostoc/Radish Root Ferment Filtrate, Natural Fragrance (Parfum) *Certified Organic.",DES3700DE,simple,0,,a:0:{},
1552,"Moisturizing Shampoo","These products are plant based, low detergent, naturally pH balanced, extra gentle and leave incredible shine and manageability. The secret is nature's own natural soap-free cleanser, wildcrafted shikakai. Our special ""SHIKAI Extract"" is the primary sudsing agent and provides rich gentle cleansing so we can use less detergent and offer these gentler shampoos. A blend of Aloe Vera and Panthenol provides extra moisturizing and conditioning.<vr> <br> These shampoos won't strip the hair of the natural oils which are so important to healthy hair and scalp.<br><br> Gentle enough to use on a young child's fine hair -- everyday.<br><br> 355 ml<br></vr>",SHI30303,simple,0,,a:0:{},
1553,"Everyday Shampoo","These products are plant based, low detergent, naturally pH balanced, extra gentle and leave incredible shine and manageability. The secret is nature's own natural soap-free cleanser, wildcrafted shikakai. Our special ""SHIKAI Extract"" is the primary sudsing agent and provides rich gentle cleansing so we can use less detergent and offer these gentler shampoos. A blend of Aloe Vera and Panthenol provides extra moisturizing and conditioning. <BR>These shampoos won't strip the hair of the natural oils which are so important to healthy hair and scalp.<BR/><BR/>Gentle enough to use on a young child's fine hair -- everyday.<BR/><BR/>355 ml",SHI30301,simple,0,,a:0:{},
1554,"Everyday Condition w/Amla","These products are plant based, low detergent, naturally pH balanced, extra gentle and leave incredible shine and manageability. The secret is nature's own natural soap-free cleanser, wildcrafted shikakai. Our special ""SHIKAI Extract"" is the primary sudsing agent and provides rich gentle cleansing so we can use less detergent and offer these gentler shampoos. A blend of Aloe Vera and Panthenol provides extra moisturizing and conditioning.<vr> <br> These shampoos won't strip the hair of the natural oils which are so important to healthy hair and scalp.<br><br> Gentle enough to use on a young child's fine hair -- everyday.<br><br> 355 ml<br></vr>",SHI30305,simple,0,,a:0:{},
1555,"Shimmer powder - Apt","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP038,simple,0,,a:0:{},
1556,"Shimmer powder - Jadoo","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP027,simple,0,,a:0:{},
1557,"Shimmer powder - Antiqa","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP079,simple,0,,a:0:{},
1558,"Shimmer powder - Money","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP036,simple,0,,a:0:{},
1559,"Shimmer powder - Diligence","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP055,simple,0,,a:0:{},
1560,"Shimmer powder - Sensation","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP051,simple,0,,a:0:{},
1561,"Shimmer powder - Ocean","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP012,simple,0,,a:0:{},
1562,"Shimmer powder - Deja Vous","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP004,simple,0,,a:0:{},
1563,"Shimmer powder - Refined","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP029,simple,0,,a:0:{},
1564,"Shimmer powder - Hurley Burley","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP080,simple,0,,a:0:{},
1565,"Shimmer powder -  Beige","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP061,simple,0,,a:0:{},
1566,"Shimmer powder - Coral Reef","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP064,simple,0,,a:0:{},
1567,"Shimmer powder - Penny","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP068,simple,0,,a:0:{},
1568,"Shimmer powder - Noir","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP020,simple,0,,a:0:{},
1569,"Shimmer powder - Reddish","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP087,simple,0,,a:0:{},
1570,"Shimmer powder - Diverse","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP031,simple,0,,a:0:{},
1571,"Shimmer powder - Spectacular","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP097,simple,0,,a:0:{},
1572,"Shimmer powder - Lavender","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP041,simple,0,,a:0:{},
1573,"Shimmer powder - Gold & Brown","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP074,simple,0,,a:0:{},
1574,"Shimmer powder - Desire","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP039,simple,0,,a:0:{},
1575,"Shimmer powder - Stage","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP078,simple,0,,a:0:{},
1576,"Shimmer powder - Whesek","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP043,simple,0,,a:0:{},
1577,"Shimmer powder - Ha Ha!","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP025,simple,0,,a:0:{},
1578,"Shimmer powder - Resonance","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP044,simple,0,,a:0:{},
1579,"Shimmer powder - Oblivious","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP037,simple,0,,a:0:{},
1580,"Shimmer powder - Wild Lilac","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP006,simple,0,,a:0:{},
1581,"Shimmer powder -  Java","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP050,simple,0,,a:0:{},
1582,"Shimmer powder - Stary Night","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP084,simple,0,,a:0:{},
1583,"Shimmer powder - Oasis Dew","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP052,simple,0,,a:0:{},
1584,"Shimmer powder - Cocoa","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP070,simple,0,,a:0:{},
1585,"Shimmer powder - Bubble Gum","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP091,simple,0,,a:0:{},
1586,"Shimmer powder - Tin Man","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP062,simple,0,,a:0:{},
1587,"Shimmer powder - Bronze","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP009,simple,0,,a:0:{},
1588,"Shimmer powder - Insist","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP021,simple,0,,a:0:{},
1589,"Shimmer powder - Harmony","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP007,simple,0,,a:0:{},
1590,"Shimmer powder - Wow!","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP045,simple,0,,a:0:{},
1591,"Shimmer powder - Lava","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP008,simple,0,,a:0:{},
1592,"Shimmer powder - Calm","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP049,simple,0,,a:0:{},
1593,"Shimmer powder - Champagne","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP003,simple,0,,a:0:{},
1594,"Shimmer powder - Earth","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP005,simple,0,,a:0:{},
1595,"Shimmer powder - Freeze","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP069,simple,0,,a:0:{},
1596,"Shimmer powder - Celebration","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP017,simple,0,,a:0:{},
1597,"Shimmer powder - Snowflake","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP001,simple,0,,a:0:{},
1598,"Shimmer powder - Provence","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP013,simple,0,,a:0:{},
1599,"Shimmer powder - Lust","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP103,simple,0,,a:0:{},
1600,"Shimmer powder - Storm","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP071,simple,0,,a:0:{},
1601,"Shimmer powder - Sunset","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP040,simple,0,,a:0:{},
1602,"Shimmer powder - Discoteque","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP015,simple,0,,a:0:{},
1603,"Shimmer powder - Cinnabar","<SPAN class=tab_content>Using 100% pure Mica powder, these beautiful shimmer powders will provide long lasting, vibrant color without any additional filler that can often smear, crease, fade and even cause allergic reaction.<BR><BR>Recommended by make-up artists and dermatologists, bellapierre shimmer powders are 100% Hypoallergenic and are suitable for all skin types, even the most sensitive.<BR><BR>Sifter jar – 2.35g</SPAN>",BPSP018,simple,0,,a:0:{},
